Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population"
2016,March,4 Western, Yarriambiack,331 ,"4,908.8 "
2016,March,4 Western,Total,"61,148 ","6,319.7 "
2016,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,791 ,
2016,March,Justice Institutions and Immigration Facilities,Total,791 ,
2016,March,Unincorporated Vic, Unincorporated Vic,94 ,
2016,March,Unincorporated Vic,Total,94 ,
2015,March,1 North West Metro, Banyule,"6,578 ","5,217.0 "
2015,March,1 North West Metro, Brimbank,"13,734 ","6,837.6 "
2015,March,1 North West Metro, Darebin,"10,774 ","7,089.4 "
2015,March,1 North West Metro, Hobsons Bay,"5,373 ","5,861.0 "
2015,March,1 North West Metro, Hume,"13,486 ","6,805.1 "
2015,March,1 North West Metro, Maribyrnong,"6,438 ","7,593.5 "
2015,March,1 North West Metro, Melbourne,"23,659 ","17,285.5 "
2015,March,1 North West Metro, Melton,"7,501 ","5,559.8 "
2015,March,1 North West Metro, Moonee Valley,"6,487 ","5,395.4 "
2015,March,1 North West Metro, Moreland,"10,322 ","6,148.8 "
2015,March,1 North West Metro, Nillumbik,"1,653 ","2,596.0 "
2015,March,1 North West Metro, Whittlesea,"10,001 ","5,080.6 "
2015,March,1 North West Metro, Wyndham,"10,011 ","4,682.1 "
2015,March,1 North West Metro, Yarra,"9,697 ","10,783.7 "
2015,March,1 North West Metro,Total,"135,714 ","6,862.2 "
2015,March,2 Eastern, Alpine,299 ,"2,405.7 "
2015,March,2 Eastern, Bass Coast,"1,897 ","5,823.3 "
2015,March,2 Eastern, Baw Baw,"2,297 ","4,801.7 "
2015,March,2 Eastern, Benalla,789 ,"5,666.9 "
2015,March,2 Eastern, Boroondara,"5,636 ","3,225.1 "
2015,March,2 Eastern, East Gippsland,"2,941 ","6,554.8 "
2015,March,2 Eastern, Greater Shepparton,"5,576 ","8,646.4 "
2015,March,2 Eastern, Indigo,315 ,"1,978.4 "
2015,March,2 Eastern, Knox,"6,933 ","4,368.6 "
2015,March,2 Eastern, Latrobe,"8,084 ","10,885.2 "
2015,March,2 Eastern, Manningham,"3,146 ","2,604.6 "
2015,March,2 Eastern, Mansfield,326 ,"3,821.8 "
2015,March,2 Eastern, Maroondah,"5,614 ","4,967.1 "
2015,March,2 Eastern, Mitchell,"2,192 ","5,444.1 "
2015,March,2 Eastern, Moira,"1,078 ","3,680.7 "
2015,March,2 Eastern, Monash,"6,909 ","3,652.2 "
2015,March,2 Eastern, Murrindindi,478 ,"3,451.8 "
2015,March,2 Eastern, South Gippsland,952 ,"3,307.7 "
2015,March,2 Eastern, Strathbogie,322 ,"3,164.6 "
2015,March,2 Eastern, Towong,141 ,"2,348.0 "
2015,March,2 Eastern, Wangaratta,"1,634 ","5,806.1 "
2015,March,2 Eastern, Wellington,"2,868 ","6,643.2 "
2015,March,2 Eastern, Whitehorse,"5,651 ","3,390.3 "
2015,March,2 Eastern, Wodonga,"2,460 ","6,271.8 "
2015,March,2 Eastern, Yarra Ranges,"5,252 ","3,423.9 "
2015,March,2 Eastern,Total,"73,790 ","4,526.3 "
2015,March,3 Southern Metro, Bayside,"3,361 ","3,318.9 "
2015,March,3 Southern Metro, Cardinia,"3,944 ","4,273.1 "
2015,March,3 Southern Metro, Casey,"13,505 ","4,508.8 "
2015,March,3 Southern Metro, Frankston,"10,400 ","7,547.7 "
2015,March,3 Southern Metro, Glen Eira,"4,474 ","3,066.0 "
2015,March,3 Southern Metro, Greater Dandenong,"12,165 ","7,795.0 "
2015,March,3 Southern Metro, Kingston,"7,241 ","4,634.4 "
2015,March,3 Southern Metro, Mornington Peninsula,"7,366 ","4,637.6 "
2015,March,3 Southern Metro, Port Phillip,"9,157 ","8,607.7 "
2015,March,3 Southern Metro, Stonnington,"7,266 ","6,726.0 "
2015,March,3 Southern Metro,Total,"78,879 ","5,394.0 "
2015,March,4 Western, Ararat,860 ,"7,385.8 "
2015,March,4 Western, Ballarat,"7,825 ","7,711.0 "
2015,March,4 Western, Buloke,200 ,"3,171.6 "
2015,March,4 Western, Campaspe,"2,281 ","6,094.2 "
2015,March,4 Western, Central Goldfields,808 ,"6,239.4 "
2015,March,4 Western, Colac-Otway,"1,057 ","4,978.8 "
2015,March,4 Western, Corangamite,445 ,"2,734.4 "
2015,March,4 Western, Gannawarra,433 ,"4,109.7 "
2015,March,4 Western, Glenelg,"1,404 ","7,119.0 "
2015,March,4 Western, Golden Plains,490 ,"2,291.0 "
2015,March,4 Western, Greater Bendigo,"6,089 ","5,540.1 "
2015,March,4 Western, Greater Geelong,"14,781 ","6,345.8 "
2015,March,4 Western, Hepburn,500 ,"3,260.7 "
2015,March,4 Western, Hindmarsh,152 ,"2,617.1 "
2015,March,4 Western, Horsham,"1,672 ","8,447.9 "
2015,March,4 Western, Loddon,251 ,"3,332.9 "
2015,March,4 Western, Macedon Ranges,"1,420 ","3,062.1 "
2015,March,4 Western, Mildura,"4,627 ","8,543.8 "
2015,March,4 Western, Moorabool,"1,517 ","4,778.3 "
2015,March,4 Western, Mount Alexander,682 ,"3,628.8 "
2015,March,4 Western, Moyne,448 ,"2,700.3 "
2015,March,4 Western, Northern Grampians,769 ,"6,604.3 "
2015,March,4 Western, Pyrenees,352 ,"4,903.2 "
2015,March,4 Western, Queenscliffe,106 ,"3,614.0 "
2015,March,4 Western, Southern Grampians,679 ,"4,201.2 "
2015,March,4 Western, Surf Coast,901 ,"3,041.4 "
2015,March,4 Western, Swan Hill,"1,642 ","7,859.1 "
2015,March,4 Western, Warrnambool,"2,008 ","5,905.0 "
2015,March,4 Western, West Wimmera,80 ,"2,013.1 "
2015,March,4 Western, Yarriambiack,207 ,"3,032.5 "
2015,March,4 Western,Total,"54,686 ","5,749.4 "
2015,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,748 ,
2015,March,Justice Institutions and Immigration Facilities,Total,748 ,
2015,March,Unincorporated Vic, Unincorporated Vic,98 ,
2015,March,Unincorporated Vic,Total,98 ,
2014,March,1 North West Metro, Banyule,"6,839 ","5,466.5 "
2014,March,1 North West Metro, Brimbank,"15,091 ","7,603.7 "
2014,March,1 North West Metro, Darebin,"10,718 ","7,168.7 "
2014,March,1 North West Metro, Hobsons Bay,"5,444 ","6,021.0 "
2014,March,1 North West Metro, Hume,"12,658 ","6,617.6 "
2014,March,1 North West Metro, Maribyrnong,"6,947 ","8,424.4 "
2014,March,1 North West Metro, Melbourne,"24,818 ","19,392.9 "
2014,March,1 North West Metro, Melton,"7,196 ","5,565.0 "
2014,March,1 North West Metro, Moonee Valley,"6,371 ","5,410.0 "
2014,March,1 North West Metro, Moreland,"9,810 ","5,978.1 "
2014,March,1 North West Metro, Nillumbik,"1,596 ","2,516.0 "
2014,March,1 North West Metro, Whittlesea,"10,184 ","5,419.9 "
2014,March,1 North West Metro, Wyndham,"10,258 ","5,090.5 "
2014,March,1 North West Metro, Yarra,"9,792 ","11,225.8 "
2014,March,1 North West Metro,Total,"137,722 ","7,186.3 "
2014,March,2 Eastern, Alpine,355 ,"2,873.3 "
2014,March,2 Eastern, Bass Coast,"2,079 ","6,513.8 "
2014,March,2 Eastern, Baw Baw,"2,251 ","4,825.9 "
2014,March,2 Eastern, Benalla,859 ,"6,180.7 "
2014,March,2 Eastern, Boroondara,"5,967 ","3,455.9 "
2014,March,2 Eastern, East Gippsland,"3,047 ","6,881.7 "
2014,March,2 Eastern, Greater Shepparton,"5,348 ","8,366.8 "
2014,March,2 Eastern, Indigo,365 ,"2,320.1 "
2014,March,2 Eastern, Knox,"7,316 ","4,647.0 "
2014,March,2 Eastern, Latrobe,"7,729 ","10,425.7 "
2014,March,2 Eastern, Manningham,"3,209 ","2,686.8 "
2014,March,2 Eastern, Mansfield,338 ,"4,026.2 "
2014,March,2 Eastern, Maroondah,"5,847 ","5,247.7 "
2014,March,2 Eastern, Mitchell,"2,013 ","5,150.4 "
2014,March,2 Eastern, Moira,"1,164 ","4,000.0 "
2014,March,2 Eastern, Monash,"7,082 ","3,804.5 "
2014,March,2 Eastern, Murrindindi,565 ,"4,128.0 "
2014,March,2 Eastern, South Gippsland,894 ,"3,134.5 "
2014,March,2 Eastern, Strathbogie,369 ,"3,683.4 "
2014,March,2 Eastern, Towong,214 ,"3,577.4 "
2014,March,2 Eastern, Wangaratta,"1,730 ","6,209.2 "
2014,March,2 Eastern, Wellington,"2,893 ","6,736.1 "
2014,March,2 Eastern, Whitehorse,"5,804 ","3,532.1 "
2014,March,2 Eastern, Wodonga,"2,348 ","6,119.5 "
2014,March,2 Eastern, Yarra Ranges,"5,294 ","3,483.6 "
2014,March,2 Eastern,Total,"75,080 ","4,662.7 "
2014,March,3 Southern Metro, Bayside,"3,420 ","3,427.0 "
2014,March,3 Southern Metro, Cardinia,"4,291 ","4,872.3 "
2014,March,3 Southern Metro, Casey,"12,311 ","4,275.6 "
2014,March,3 Southern Metro, Frankston,"11,254 ","8,264.0 "
2014,March,3 Southern Metro, Glen Eira,"4,644 ","3,231.9 "
2014,March,3 Southern Metro, Greater Dandenong,"12,609 ","8,288.0 "
2014,March,3 Southern Metro, Kingston,"7,520 ","4,876.5 "
2014,March,3 Southern Metro, Mornington Peninsula,"7,834 ","5,005.8 "
2014,March,3 Southern Metro, Port Phillip,"8,802 ","8,426.9 "
2014,March,3 Southern Metro, Stonnington,"7,432 ","7,018.3 "
2014,March,3 Southern Metro,Total,"80,117 ","5,607.0 "
2014,March,4 Western, Ararat,852 ,"7,370.2 "
2014,March,4 Western, Ballarat,"8,179 ","8,186.0 "
2014,March,4 Western, Buloke,186 ,"2,936.1 "
2014,March,4 Western, Campaspe,"2,150 ","5,758.2 "
2014,March,4 Western, Central Goldfields,802 ,"6,224.8 "
2014,March,4 Western, Colac-Otway,"1,130 ","5,347.6 "
2014,March,4 Western, Corangamite,505 ,"3,090.6 "
2014,March,4 Western, Gannawarra,444 ,"4,214.9 "
2014,March,4 Western, Glenelg,"1,262 ","6,388.3 "
2014,March,4 Western, Golden Plains,393 ,"1,880.5 "
2014,March,4 Western, Greater Bendigo,"6,143 ","5,690.3 "
2014,March,4 Western, Greater Geelong,"14,129 ","6,203.9 "
2014,March,4 Western, Hepburn,531 ,"3,497.1 "
2014,March,4 Western, Hindmarsh,175 ,"2,994.5 "
2014,March,4 Western, Horsham,"1,443 ","7,307.1 "
2014,March,4 Western, Loddon,259 ,"3,447.4 "
2014,March,4 Western, Macedon Ranges,"1,465 ","3,221.8 "
2014,March,4 Western, Mildura,"4,712 ","8,768.6 "
2014,March,4 Western, Moorabool,"1,471 ","4,735.1 "
2014,March,4 Western, Mount Alexander,608 ,"3,286.3 "
2014,March,4 Western, Moyne,457 ,"2,767.7 "
2014,March,4 Western, Northern Grampians,679 ,"5,765.5 "
2014,March,4 Western, Pyrenees,347 ,"4,924.1 "
2014,March,4 Western, Queenscliffe,88 ,"2,963.0 "
2014,March,4 Western, Southern Grampians,887 ,"5,456.8 "
2014,March,4 Western, Surf Coast,"1,026 ","3,553.4 "
2014,March,4 Western, Swan Hill,"1,519 ","7,254.1 "
2014,March,4 Western, Warrnambool,"1,913 ","5,671.7 "
2014,March,4 Western, West Wimmera,136 ,"3,368.0 "
2014,March,4 Western, Yarriambiack,214 ,"3,090.7 "
2014,March,4 Western,Total,"54,105 ","5,764.9 "
2014,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,000 ",
2014,March,Justice Institutions and Immigration Facilities,Total,"1,000 ",
2014,March,Unincorporated Vic, Unincorporated Vic,67 ,
2014,March,Unincorporated Vic,Total,67 ,
2013,March,1 North West Metro, Banyule,"5,694 ","4,580.3 "
2013,March,1 North West Metro, Brimbank,"15,478 ","7,890.1 "
2013,March,1 North West Metro, Darebin,"9,204 ","6,249.7 "
2013,March,1 North West Metro, Hobsons Bay,"5,856 ","6,565.9 "
2013,March,1 North West Metro, Hume,"11,833 ","6,400.6 "
2013,March,1 North West Metro, Maribyrnong,"7,139 ","8,948.1 "
2013,March,1 North West Metro, Melbourne,"24,484 ","20,624.9 "
2013,March,1 North West Metro, Melton,"6,763 ","5,456.8 "
2013,March,1 North West Metro, Moonee Valley,"6,822 ","5,908.3 "
2013,March,1 North West Metro, Moreland,"9,507 ","5,931.4 "
2013,March,1 North West Metro, Nillumbik,"1,509 ","2,388.6 "
2013,March,1 North West Metro, Whittlesea,"9,715 ","5,419.1 "
2013,March,1 North West Metro, Wyndham,"10,678 ","5,613.8 "
2013,March,1 North West Metro, Yarra,"8,789 ","10,467.8 "
2013,March,1 North West Metro,Total,"133,471 ","7,189.0 "
2013,March,2 Eastern, Alpine,293 ,"2,385.4 "
2013,March,2 Eastern, Bass Coast,"1,781 ","5,684.5 "
2013,March,2 Eastern, Baw Baw,"2,119 ","4,644.2 "
2013,March,2 Eastern, Benalla,768 ,"5,533.9 "
2013,March,2 Eastern, Boroondara,"5,805 ","3,405.0 "
2013,March,2 Eastern, East Gippsland,"2,851 ","6,507.8 "
2013,March,2 Eastern, Greater Shepparton,"4,657 ","7,363.5 "
2013,March,2 Eastern, Indigo,339 ,"2,172.4 "
2013,March,2 Eastern, Knox,"6,596 ","4,218.8 "
2013,March,2 Eastern, Latrobe,"7,487 ","10,100.6 "
2013,March,2 Eastern, Manningham,"2,867 ","2,422.3 "
2013,March,2 Eastern, Mansfield,255 ,"3,081.2 "
2013,March,2 Eastern, Maroondah,"5,107 ","4,652.0 "
2013,March,2 Eastern, Mitchell,"1,927 ","5,099.5 "
2013,March,2 Eastern, Moira,"1,030 ","3,563.4 "
2013,March,2 Eastern, Monash,"6,482 ","3,537.1 "
2013,March,2 Eastern, Murrindindi,455 ,"3,354.7 "
2013,March,2 Eastern, South Gippsland,927 ,"3,278.7 "
2013,March,2 Eastern, Strathbogie,376 ,"3,810.7 "
2013,March,2 Eastern, Towong,182 ,"3,053.2 "
2013,March,2 Eastern, Wangaratta,"1,676 ","6,061.5 "
2013,March,2 Eastern, Wellington,"2,830 ","6,624.4 "
2013,March,2 Eastern, Whitehorse,"5,606 ","3,458.8 "
2013,March,2 Eastern, Wodonga,"2,441 ","6,496.3 "
2013,March,2 Eastern, Yarra Ranges,"4,970 ","3,293.5 "
2013,March,2 Eastern,Total,"69,827 ","4,387.0 "
2013,March,3 Southern Metro, Bayside,"3,414 ","3,474.7 "
2013,March,3 Southern Metro, Cardinia,"3,886 ","4,593.9 "
2013,March,3 Southern Metro, Casey,"11,748 ","4,225.5 "
2013,March,3 Southern Metro, Frankston,"10,437 ","7,768.5 "
2013,March,3 Southern Metro, Glen Eira,"4,599 ","3,255.7 "
2013,March,3 Southern Metro, Greater Dandenong,"11,817 ","7,957.5 "
2013,March,3 Southern Metro, Kingston,"7,119 ","4,673.2 "
2013,March,3 Southern Metro, Mornington Peninsula,"7,164 ","4,651.9 "
2013,March,3 Southern Metro, Port Phillip,"8,996 ","8,806.1 "
2013,March,3 Southern Metro, Stonnington,"7,116 ","6,876.2 "
2013,March,3 Southern Metro,Total,"76,296 ","5,461.6 "
2013,March,4 Western, Ararat,871 ,"7,580.5 "
2013,March,4 Western, Ballarat,"7,783 ","7,914.1 "
2013,March,4 Western, Buloke,215 ,"3,365.7 "
2013,March,4 Western, Campaspe,"2,187 ","5,877.0 "
2013,March,4 Western, Central Goldfields,808 ,"6,305.1 "
2013,March,4 Western, Colac-Otway,"1,088 ","5,172.3 "
2013,March,4 Western, Corangamite,491 ,"2,992.1 "
2013,March,4 Western, Gannawarra,401 ,"3,809.6 "
2013,March,4 Western, Glenelg,"1,035 ","5,228.1 "
2013,March,4 Western, Golden Plains,395 ,"1,939.9 "
2013,March,4 Western, Greater Bendigo,"5,736 ","5,413.5 "
2013,March,4 Western, Greater Geelong,"13,096 ","5,863.3 "
2013,March,4 Western, Hepburn,515 ,"3,428.3 "
2013,March,4 Western, Hindmarsh,198 ,"3,383.5 "
2013,March,4 Western, Horsham,"1,315 ","6,677.2 "
2013,March,4 Western, Loddon,325 ,"4,323.0 "
2013,March,4 Western, Macedon Ranges,"1,326 ","2,973.4 "
2013,March,4 Western, Mildura,"4,484 ","8,435.5 "
2013,March,4 Western, Moorabool,"1,386 ","4,557.7 "
2013,March,4 Western, Mount Alexander,624 ,"3,419.7 "
2013,March,4 Western, Moyne,490 ,"2,982.2 "
2013,March,4 Western, Northern Grampians,663 ,"5,580.8 "
2013,March,4 Western, Pyrenees,260 ,"3,747.5 "
2013,March,4 Western, Queenscliffe,86 ,"2,864.8 "
2013,March,4 Western, Southern Grampians,787 ,"4,812.0 "
2013,March,4 Western, Surf Coast,"1,058 ","3,748.1 "
2013,March,4 Western, Swan Hill,"1,349 ","6,422.9 "
2013,March,4 Western, Warrnambool,"1,825 ","5,460.3 "
2013,March,4 Western, West Wimmera,121 ,"2,934.0 "
2013,March,4 Western, Yarriambiack,265 ,"3,768.5 "
2013,March,4 Western,Total,"51,183 ","5,523.7 "
2013,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,853 ,
2013,March,Justice Institutions and Immigration Facilities,Total,853 ,
2013,March,Unincorporated Vic, Unincorporated Vic,109 ,
2013,March,Unincorporated Vic,Total,109 ,
2012,March,1 North West Metro, Banyule,"5,741 ","4,645.4 "
2012,March,1 North West Metro, Brimbank,"14,550 ","7,508.7 "
2012,March,1 North West Metro, Darebin,"9,761 ","6,732.4 "
2012,March,1 North West Metro, Hobsons Bay,"5,068 ","5,737.0 "
2012,March,1 North West Metro, Hume,"11,125 ","6,208.1 "
2012,March,1 North West Metro, Maribyrnong,"7,105 ","9,205.9 "
2012,March,1 North West Metro, Melbourne,"23,799 ","22,122.6 "
2012,March,1 North West Metro, Melton,"6,381 ","5,392.6 "
2012,March,1 North West Metro, Moonee Valley,"6,158 ","5,417.3 "
2012,March,1 North West Metro, Moreland,"9,061 ","5,772.6 "
2012,March,1 North West Metro, Nillumbik,"1,396 ","2,218.2 "
2012,March,1 North West Metro, Whittlesea,"9,215 ","5,420.8 "
2012,March,1 North West Metro, Wyndham,"10,068 ","5,620.5 "
2012,March,1 North West Metro, Yarra,"9,065 ","11,154.5 "
2012,March,1 North West Metro,Total,"128,493 ","7,150.7 "
2012,March,2 Eastern, Alpine,330 ,"2,708.7 "
2012,March,2 Eastern, Bass Coast,"1,661 ","5,390.9 "
2012,March,2 Eastern, Baw Baw,"1,879 ","4,221.9 "
2012,March,2 Eastern, Benalla,748 ,"5,401.1 "
2012,March,2 Eastern, Boroondara,"5,578 ","3,310.7 "
2012,March,2 Eastern, East Gippsland,"2,374 ","5,479.0 "
2012,March,2 Eastern, Greater Shepparton,"5,174 ","8,270.2 "
2012,March,2 Eastern, Indigo,392 ,"2,536.6 "
2012,March,2 Eastern, Knox,"6,287 ","4,045.5 "
2012,March,2 Eastern, Latrobe,"6,963 ","9,409.0 "
2012,March,2 Eastern, Manningham,"2,846 ","2,423.4 "
2012,March,2 Eastern, Mansfield,236 ,"2,914.7 "
2012,March,2 Eastern, Maroondah,"4,939 ","4,554.8 "
2012,March,2 Eastern, Mitchell,"1,776 ","4,881.3 "
2012,March,2 Eastern, Moira,"1,189 ","4,146.5 "
2012,March,2 Eastern, Monash,"6,298 ","3,492.8 "
2012,March,2 Eastern, Murrindindi,464 ,"3,448.3 "
2012,March,2 Eastern, South Gippsland,881 ,"3,154.8 "
2012,March,2 Eastern, Strathbogie,354 ,"3,633.0 "
2012,March,2 Eastern, Towong,178 ,"2,996.6 "
2012,March,2 Eastern, Wangaratta,"1,726 ","6,290.5 "
2012,March,2 Eastern, Wellington,"2,419 ","5,699.1 "
2012,March,2 Eastern, Whitehorse,"5,308 ","3,324.5 "
2012,March,2 Eastern, Wodonga,"2,470 ","6,719.6 "
2012,March,2 Eastern, Yarra Ranges,"5,012 ","3,344.4 "
2012,March,2 Eastern,Total,"67,482 ","4,289.6 "
2012,March,3 Southern Metro, Bayside,"3,238 ","3,339.1 "
2012,March,3 Southern Metro, Cardinia,"3,468 ","4,312.3 "
2012,March,3 Southern Metro, Casey,"11,077 ","4,114.2 "
2012,March,3 Southern Metro, Frankston,"9,374 ","7,091.1 "
2012,March,3 Southern Metro, Glen Eira,"4,490 ","3,227.5 "
2012,March,3 Southern Metro, Greater Dandenong,"11,047 ","7,612.5 "
2012,March,3 Southern Metro, Kingston,"6,874 ","4,569.4 "
2012,March,3 Southern Metro, Mornington Peninsula,"7,092 ","4,675.0 "
2012,March,3 Southern Metro, Port Phillip,"8,296 ","8,304.9 "
2012,March,3 Southern Metro, Stonnington,"7,115 ","7,016.1 "
2012,March,3 Southern Metro,Total,"72,071 ","5,274.1 "
2012,March,4 Western, Ararat,855 ,"7,500.0 "
2012,March,4 Western, Ballarat,"8,450 ","8,735.8 "
2012,March,4 Western, Buloke,231 ,"3,590.3 "
2012,March,4 Western, Campaspe,"2,039 ","5,504.7 "
2012,March,4 Western, Central Goldfields,686 ,"5,395.6 "
2012,March,4 Western, Colac-Otway,"1,088 ","5,205.2 "
2012,March,4 Western, Corangamite,518 ,"3,145.1 "
2012,March,4 Western, Gannawarra,409 ,"3,896.0 "
2012,March,4 Western, Glenelg,"1,170 ","5,901.6 "
2012,March,4 Western, Golden Plains,329 ,"1,678.2 "
2012,March,4 Western, Greater Bendigo,"5,207 ","5,011.3 "
2012,March,4 Western, Greater Geelong,"13,016 ","5,939.3 "
2012,March,4 Western, Hepburn,540 ,"3,642.5 "
2012,March,4 Western, Hindmarsh,177 ,"3,022.0 "
2012,March,4 Western, Horsham,"1,288 ","6,568.7 "
2012,March,4 Western, Loddon,326 ,"4,329.9 "
2012,March,4 Western, Macedon Ranges,"1,189 ","2,715.0 "
2012,March,4 Western, Mildura,"4,404 ","8,392.6 "
2012,March,4 Western, Moorabool,"1,156 ","3,936.9 "
2012,March,4 Western, Mount Alexander,715 ,"3,960.6 "
2012,March,4 Western, Moyne,482 ,"2,956.3 "
2012,March,4 Western, Northern Grampians,730 ,"6,098.6 "
2012,March,4 Western, Pyrenees,195 ,"2,842.6 "
2012,March,4 Western, Queenscliffe,103 ,"3,369.3 "
2012,March,4 Western, Southern Grampians,825 ,"5,011.8 "
2012,March,4 Western, Surf Coast,"1,132 ","4,111.9 "
2012,March,4 Western, Swan Hill,"1,338 ","6,380.2 "
2012,March,4 Western, Warrnambool,"1,791 ","5,417.6 "
2012,March,4 Western, West Wimmera,101 ,"2,396.8 "
2012,March,4 Western, Yarriambiack,280 ,"3,946.4 "
2012,March,4 Western,Total,"50,770 ","5,556.5 "
2012,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,772 ,
2012,March,Justice Institutions and Immigration Facilities,Total,772 ,
2012,March,Unincorporated Vic, Unincorporated Vic,119 ,
2012,March,Unincorporated Vic,Total,119 ,
2011,March,1 North West Metro, Banyule,"5,616 ","4,566.5 "
2011,March,1 North West Metro, Brimbank,"13,086 ","6,833.6 "
2011,March,1 North West Metro, Darebin,"9,031 ","6,317.9 "
2011,March,1 North West Metro, Hobsons Bay,"4,683 ","5,358.4 "
2011,March,1 North West Metro, Hume,"10,630 ","6,099.0 "
2011,March,1 North West Metro, Maribyrnong,"6,945 ","9,241.0 "
2011,March,1 North West Metro, Melbourne,"25,591 ","25,529.7 "
2011,March,1 North West Metro, Melton,"5,334 ","4,735.3 "
2011,March,1 North West Metro, Moonee Valley,"5,923 ","5,279.9 "
2011,March,1 North West Metro, Moreland,"8,667 ","5,618.9 "
2011,March,1 North West Metro, Nillumbik,"1,449 ","2,310.4 "
2011,March,1 North West Metro, Whittlesea,"8,034 ","4,996.3 "
2011,March,1 North West Metro, Wyndham,"8,729 ","5,236.4 "
2011,March,1 North West Metro, Yarra,"9,016 ","11,426.7 "
2011,March,1 North West Metro,Total,"122,734 ","7,042.8 "
2011,March,2 Eastern, Alpine,305 ,"2,527.3 "
2011,March,2 Eastern, Bass Coast,"1,803 ","5,963.7 "
2011,March,2 Eastern, Baw Baw,"1,616 ","3,724.4 "
2011,March,2 Eastern, Benalla,784 ,"5,673.8 "
2011,March,2 Eastern, Boroondara,"5,298 ","3,171.3 "
2011,March,2 Eastern, East Gippsland,"2,693 ","6,288.2 "
2011,March,2 Eastern, Greater Shepparton,"4,774 ","7,731.9 "
2011,March,2 Eastern, Indigo,374 ,"2,441.7 "
2011,March,2 Eastern, Knox,"6,258 ","4,047.2 "
2011,March,2 Eastern, Latrobe,"6,263 ","8,487.8 "
2011,March,2 Eastern, Manningham,"2,867 ","2,455.7 "
2011,March,2 Eastern, Mansfield,360 ,"4,532.9 "
2011,March,2 Eastern, Maroondah,"5,088 ","4,740.8 "
2011,March,2 Eastern, Mitchell,"2,105 ","5,996.3 "
2011,March,2 Eastern, Moira,"1,156 ","4,069.6 "
2011,March,2 Eastern, Monash,"6,795 ","3,831.5 "
2011,March,2 Eastern, Murrindindi,470 ,"3,524.6 "
2011,March,2 Eastern, South Gippsland,912 ,"3,314.9 "
2011,March,2 Eastern, Strathbogie,328 ,"3,417.4 "
2011,March,2 Eastern, Towong,178 ,"3,007.8 "
2011,March,2 Eastern, Wangaratta,"1,625 ","5,971.6 "
2011,March,2 Eastern, Wellington,"2,370 ","5,633.7 "
2011,March,2 Eastern, Whitehorse,"5,212 ","3,308.4 "
2011,March,2 Eastern, Wodonga,"2,113 ","5,865.4 "
2011,March,2 Eastern, Yarra Ranges,"5,057 ","3,396.2 "
2011,March,2 Eastern,Total,"66,804 ","4,293.7 "
2011,March,3 Southern Metro, Bayside,"2,896 ","3,012.9 "
2011,March,3 Southern Metro, Cardinia,"3,227 ","4,255.5 "
2011,March,3 Southern Metro, Casey,"10,894 ","4,169.4 "
2011,March,3 Southern Metro, Frankston,"9,691 ","7,434.6 "
2011,March,3 Southern Metro, Glen Eira,"4,702 ","3,428.3 "
2011,March,3 Southern Metro, Greater Dandenong,"11,071 ","7,787.3 "
2011,March,3 Southern Metro, Kingston,"6,889 ","4,645.2 "
2011,March,3 Southern Metro, Mornington Peninsula,"7,009 ","4,695.5 "
2011,March,3 Southern Metro, Port Phillip,"8,617 ","8,858.3 "
2011,March,3 Southern Metro, Stonnington,"7,396 ","7,481.8 "
2011,March,3 Southern Metro,Total,"72,392 ","5,416.1 "
2011,March,4 Western, Ararat,789 ,"6,966.3 "
2011,March,4 Western, Ballarat,"7,710 ","8,100.0 "
2011,March,4 Western, Buloke,280 ,"4,331.0 "
2011,March,4 Western, Campaspe,"1,941 ","5,266.6 "
2011,March,4 Western, Central Goldfields,781 ,"6,208.8 "
2011,March,4 Western, Colac-Otway,"1,103 ","5,303.1 "
2011,March,4 Western, Corangamite,545 ,"3,297.8 "
2011,March,4 Western, Gannawarra,546 ,"5,223.4 "
2011,March,4 Western, Glenelg,"1,268 ","6,388.6 "
2011,March,4 Western, Golden Plains,339 ,"1,788.2 "
2011,March,4 Western, Greater Bendigo,"4,847 ","4,752.2 "
2011,March,4 Western, Greater Geelong,"12,106 ","5,608.9 "
2011,March,4 Western, Hepburn,521 ,"3,561.4 "
2011,March,4 Western, Hindmarsh,155 ,"2,646.9 "
2011,March,4 Western, Horsham,"1,448 ","7,416.9 "
2011,March,4 Western, Loddon,300 ,"3,975.6 "
2011,March,4 Western, Macedon Ranges,"1,231 ","2,870.6 "
2011,March,4 Western, Mildura,"4,657 ","8,986.5 "
2011,March,4 Western, Moorabool,"1,033 ","3,603.1 "
2011,March,4 Western, Mount Alexander,654 ,"3,659.4 "
2011,March,4 Western, Moyne,451 ,"2,789.6 "
2011,March,4 Western, Northern Grampians,848 ,"7,035.0 "
2011,March,4 Western, Pyrenees,244 ,"3,610.0 "
2011,March,4 Western, Queenscliffe,99 ,"3,234.2 "
2011,March,4 Western, Southern Grampians,771 ,"4,652.7 "
2011,March,4 Western, Surf Coast,991 ,"3,716.3 "
